Campaign ID,Campaign,Campaign Daily Budget,Campaign Status,Ad Group,Max CPC,Ad Group Status,Keyword,Criterion Type,Status,Final URL
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,,Enabled,çocuk dans kursu kadıköy,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,,Enabled,gençler için dans kursu istanbul,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,,Enabled,çocuk müzikal kursu istanbul,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,,Enabled,gençler için müzikal kursu,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,,Enabled,genç dans atölyesi istanbul,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,,Enabled,oyun yazarlığı kursu,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,,Enabled,yaratıcı yazarlık kursu istanbul,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,,Enabled,dramaturji eğitimi,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,,Enabled,senaryo yazarlığı kursu istanbul,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,,Enabled,yaratıcı yazarlık atölyesi,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,,Enabled,oyun yazarlığı atölyesi istanbul,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,,Enabled,yazarlık kursu kadıköy,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,ingilizce oyunculuk,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,ingilizce oyunculuk kursu,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,ingilizce oyunculuk atölyesi,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,ingilizce oyunculuk eğitimi,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,ingilizce sahne oyunculuğu,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,english acting workshop,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,english acting workshop istanbul,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,english acting classes istanbul,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,acting in english istanbul,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,acting workshop in english,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,uluslararası oyunculuk eğitimi,Phrase,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,english acting workshop,Exact,Paused,
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,,Enabled,ingilizce oyunculuk atölyesi,Exact,Paused,
24186318918,TL - Yetiskin Programlar,,,1A English Drama Lab,20,Enabled,ingilizce drama istanbul,Exact,Enabled,https://www.technelabistanbul.com/ingilizce-drama-istanbul
24186318918,TL - Yetiskin Programlar,,,1A English Drama Lab,20,Enabled,ingilizce drama kursu,Exact,Enabled,https://www.technelabistanbul.com/ingilizce-drama-istanbul
24186318918,TL - Yetiskin Programlar,,,1A English Drama Lab,20,Enabled,ingilizce drama atölyesi,Exact,Enabled,https://www.technelabistanbul.com/ingilizce-drama-istanbul
24186318918,TL - Yetiskin Programlar,,,1A English Drama Lab,20,Enabled,yetişkinler için ingilizce drama,Exact,Enabled,https://www.technelabistanbul.com/ingilizce-drama-istanbul
24186318918,TL - Yetiskin Programlar,,,1A English Drama Lab,20,Enabled,ingilizce konuşma kulübü istanbul,Exact,Enabled,https://www.technelabistanbul.com/ingilizce-drama-istanbul
24186318918,TL - Yetiskin Programlar,,,1A English Drama Lab,20,Enabled,english drama istanbul,Exact,Enabled,https://www.technelabistanbul.com/ingilizce-drama-istanbul
24186318918,TL - Yetiskin Programlar,,,1A English Drama Lab,20,Enabled,ingilizce tiyatro kursu,Exact,Enabled,https://www.technelabistanbul.com/ingilizce-drama-istanbul
24186318918,TL - Yetiskin Programlar,,,1A English Drama Lab,20,Enabled,drama ile ingilizce,Exact,Enabled,https://www.technelabistanbul.com/ingilizce-drama-istanbul
24186318918,TL - Yetiskin Programlar,,,1A English Drama Lab,20,Enabled,ingilizce drama kadıköy,Exact,Enabled,https://www.technelabistanbul.com/ingilizce-drama-istanbul
24186318918,TL - Yetiskin Programlar,,,1A English Drama Lab,20,Enabled,ingilizce konuşma pratiği istanbul,Exact,Enabled,https://www.technelabistanbul.com/ingilizce-drama-istanbul
24186318918,TL - Yetiskin Programlar,,,1B Techne Musical Lab,20,Enabled,müzikal tiyatro kursu,Exact,Enabled,https://www.technelabistanbul.com/muzikal-tiyatro-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1B Techne Musical Lab,20,Enabled,müzikal kursu istanbul,Exact,Enabled,https://www.technelabistanbul.com/muzikal-tiyatro-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1B Techne Musical Lab,20,Enabled,müzikal eğitimi istanbul,Exact,Enabled,https://www.technelabistanbul.com/muzikal-tiyatro-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1B Techne Musical Lab,20,Enabled,müzikal tiyatro eğitimi,Exact,Enabled,https://www.technelabistanbul.com/muzikal-tiyatro-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1B Techne Musical Lab,20,Enabled,musical theatre istanbul,Exact,Enabled,https://www.technelabistanbul.com/muzikal-tiyatro-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1B Techne Musical Lab,20,Enabled,müzikal oyunculuk kursu,Exact,Enabled,https://www.technelabistanbul.com/muzikal-tiyatro-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1B Techne Musical Lab,20,Enabled,müzikal tiyatro atölyesi,Exact,Enabled,https://www.technelabistanbul.com/muzikal-tiyatro-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1B Techne Musical Lab,20,Enabled,müzikal kursu kadıköy,Exact,Enabled,https://www.technelabistanbul.com/muzikal-tiyatro-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,20,Enabled,broadway dans kursu,Exact,Enabled,https://www.technelabistanbul.com/dans-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,20,Enabled,jazz dans kursu istanbul,Exact,Enabled,https://www.technelabistanbul.com/dans-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,20,Enabled,müzikal dans kursu,Exact,Enabled,https://www.technelabistanbul.com/dans-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,20,Enabled,theatre dance istanbul,Exact,Enabled,https://www.technelabistanbul.com/dans-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,20,Enabled,broadway jazz istanbul,Exact,Enabled,https://www.technelabistanbul.com/dans-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,20,Enabled,dans kursu kadıköy,Exact,Enabled,https://www.technelabistanbul.com/dans-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,20,Enabled,yetişkin dans kursu istanbul,Exact,Enabled,https://www.technelabistanbul.com/dans-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1C Broadway Musical Dance,20,Enabled,broadway dans istanbul,Exact,Enabled,https://www.technelabistanbul.com/dans-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,20,Enabled,yaratıcı yazarlık atölyesi,Exact,Enabled,https://www.technelabistanbul.com/oyun-yazarligi-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,20,Enabled,oyun yazarlığı kursu,Exact,Enabled,https://www.technelabistanbul.com/oyun-yazarligi-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,20,Enabled,oyun yazarlığı atölyesi,Exact,Enabled,https://www.technelabistanbul.com/oyun-yazarligi-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,20,Enabled,dramaturji atölyesi,Exact,Enabled,https://www.technelabistanbul.com/oyun-yazarligi-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,20,Enabled,senaryo yazarlığı atölyesi,Exact,Enabled,https://www.technelabistanbul.com/oyun-yazarligi-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,20,Enabled,yaratıcı yazarlık kursu istanbul,Exact,Enabled,https://www.technelabistanbul.com/oyun-yazarligi-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,20,Enabled,yaratıcı yazarlık atölyesi istanbul,Exact,Enabled,https://www.technelabistanbul.com/oyun-yazarligi-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,20,Enabled,yaratıcı yazarlık kadıköy,Exact,Enabled,https://www.technelabistanbul.com/oyun-yazarligi-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1D The Auteur Lab,20,Enabled,oyun yazarlığı eğitimi,Exact,Enabled,https://www.technelabistanbul.com/oyun-yazarligi-kursu-istanbul
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,20,Enabled,acting classes istanbul,Exact,Enabled,https://www.technelabistanbul.com/en/acting-classes-istanbul
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,20,Enabled,english acting class istanbul,Exact,Enabled,https://www.technelabistanbul.com/en/acting-classes-istanbul
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,20,Enabled,acting workshop istanbul,Exact,Enabled,https://www.technelabistanbul.com/en/acting-classes-istanbul
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,20,Enabled,ingilizce oyunculuk kursu,Exact,Enabled,https://www.technelabistanbul.com/en/acting-classes-istanbul
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,20,Enabled,acting course istanbul,Exact,Enabled,https://www.technelabistanbul.com/en/acting-classes-istanbul
24186318918,TL - Yetiskin Programlar,,,1E English Acting Praxis,20,Enabled,theatre workshop istanbul english,Exact,Enabled,https://www.technelabistanbul.com/en/acting-classes-istanbul
